rank,name,year
164,TU Dresden,2017
165,University of Auckland,2017
165,"University of California, Riverside",2017
165,University of East Anglia,2017
165,University of Massachusetts,2017
169,Texas A&M University,2017
170,University of Cologne,2017
170,University of Gothenburg,2017
172,University of Leicester,2017
173,"Royal Holloway, University of London",2017
173,University of Waterloo,2017
175,Pompeu Fabra University,2017
176,Technical University of Denmark,2017
177,Eindhoven University of Technology,2017
178,University of Luxembourg,2017
179,Paris-Sud University,2017
180,University of Dundee,2017
180,University of Hamburg,2017
182,Cardiff University,2017
182,University of Miami,2017
182,"Northeastern University, US",2017
182,University of the Witwatersrand,2017
186,Hebrew University of Jerusalem,2017
186,University of Würzburg,2017
188,University of Aberdeen,2017
188,Lomonosov Moscow State University,2017
190,Newcastle University,2017
190,Sant’Anna School of Advanced Studies – Pisa,2017
192,Hong Kong Polytechnic University,2017
192,University of Reading,2017
194,University of Konstanz,2017
195,University of Calgary,2017
195,National Taiwan University (NTU),2017
197,University of Duisburg-Essen,2017
198,Brandeis University,2017
198,Tilburg University,2017
200,University of Illinois Chicago,2017
201,Aalborg University,2017
201,Aalto University,2017
201,University of Antwerp,2017
201,University of Barcelona,2017
201,University of Bergen,2017
201,"Birkbeck, University of London",2017
201,University of Bologna,2017
201,Boston College,2017
201,CentraleSupélec,2017
201,University of Cincinnati – Uptown,2017
201,University College Dublin,2017
201,University of Delaware,2017
201,ESPCI ParisTech,2017
201,Florida State University,2017
201,George Washington University,2017
201,Goethe University Frankfurt,2017
201,University of Hawai’i at Mānoa,2017
201,University of Iceland,2017
201,Indian Institute of Science,2017
201,University of Iowa,2017
201,University of Kiel,2017
201,King Abdulaziz University,2017
201,Korea University,2017
201,Université Libre de Bruxelles,2017
201,Nanjing University,2017
201,University of Galway,2017
201,University of Newcastle,2017
201,North Carolina State University,2017
201,University of Otago,2017
201,University of Oulu,2017
201,Paris Descartes University,2017
201,Paris Diderot University – Paris 7,2017
201,Politecnico di Milano,2017
201,Queensland University of Technology,2017
201,Queen’s University,2017
201,Queen’s University Belfast,2017
201,RCSI University of Medicine and Health Sciences,2017
201,Shanghai Jiao Tong University,2017
201,Simon Fraser University,2017
201,University of South Florida (Tampa),2017
201,"St George’s, University of London",2017
201,Stony Brook University,2017
201,University of Stuttgart,2017
201,University of Technology Sydney,2017
201,Technical University of Darmstadt,2017
201,Tel Aviv University,2017
201,University of Texas at Dallas,2017
201,Tohoku University,2017
201,University of Trento,2017
201,University of Utah,2017
201,Wake Forest University,2017
201,Western University,2017
201,Zhejiang University,2017
201,École Normale Supérieure de Lyon,2017
251,University of Bath,2017
251,University of Bayreuth,2017
251,Bielefeld University,2017
251,University at Buffalo,2017
251,Chalmers University of Technology,2017
251,Charles Darwin University,2017
251,Colorado School of Mines,2017
251,Copenhagen Business School,2017
251,Dalhousie University,2017
251,Deakin University,2017
251,Free University of Bozen-Bolzano,2017
251,University of Fribourg,2017
251,Griffith University,2017
251,University of Hohenheim,2017
251,James Cook University,2017
251,Johannes Gutenberg University of Mainz,2017
251,Koç University,2017
251,Université Laval,2017
251,Macquarie University,2017
251,University of Marburg,2017
251,Mines ParisTech,2017
251,National Tsing Hua University,2017
251,Norwegian University of Science and Technology,2017
251,Oregon Health and Science University,2017
251,Osaka University,2017
251,University of Ottawa,2017
251,Rensselaer Polytechnic Institute,2017
251,Ruhr University Bochum,2017
251,Rush University,2017
251,Sapienza University of Rome,2017
251,University of South Australia,2017
251,University of Southern Denmark,2017
251,University of Surrey,2017
251,Swedish University of Agricultural Sciences,2017
251,Syracuse University,2017
251,University of São Paulo,2017
251,University of Tampere,2017
251,The University of Tennessee-Knoxville,2017
251,Tokyo Institute of Technology,2017
251,Umeå University,2017
251,TU Wien,2017
251,Virginia Polytechnic Institute and State University,2017
251,William & Mary,2017
251,University of Wollongong,2017
251,Yonsei University,2017
301,Aberystwyth University,2017
301,Aix-Marseille University,2017
301,University of Alaska Fairbanks,2017
301,Anglia Ruskin University (ARU),2017
301,Bangor University,2017
301,University of Bordeaux,2017
301,University of Bremen,2017
301,Brunel University London,2017
301,Central European University,2017
301,Clark University,2017
301,"Colorado State University, Fort Collins",2017
301,University of Connecticut,2017
301,University of Crete,2017
301,University of Denver,2017
301,University of Essex,2017
301,Federal University of Toulouse Midi-Pyrénées,2017
301,George Mason University,2017
301,University of Georgia,2017
301,"Goldsmiths, University of London",2017
301,Grenoble Alpes University,2017
301,Gwangju Institute of Science and Technology (GIST),2017
301,University of Innsbruck,2017
301,Justus Liebig University Giessen,2017
301,University of Kent,2017
301,Linköping University,2017
301,University of Liège,2017
301,Loughborough University,2017
301,University of Milan,2017
301,Moscow Institute of Physics and Technology (MIPT),2017
301,Nagoya University,2017
301,University of Navarra,2017
301,University of Nebraska-Lincoln,2017
301,University of Oregon,2017
301,Oregon State University,2017
301,University of Padua,2017
301,University of Pavia,2017
301,Royal Veterinary College,2017
301,Sabancı University,2017
301,Saint Louis University,2017
301,University of Stirling,2017
301,University of Strasbourg,2017
301,Swansea University,2017
301,University of Tartu,2017
301,University of Tasmania,2017
301,TU Dortmund University,2017
301,Technion Israel Institute of Technology,2017
301,Temple University,2017
301,University of Turku,2017
301,University of Victoria,2017
301,Vrije Universiteit Brussel,2017
301,York University,2017
351,Aston University,2017
351,Bilkent University,2017
351,SUNY Binghamton University,2017
351,University of Calabria,2017
351,University of Canterbury,2017
351,"City, University of London",2017
351,Claude Bernard University Lyon 1,2017
351,University College Cork,2017
351,University of Cyprus,2017
351,Drexel University,2017
351,University of Eastern Finland,2017
351,Flinders University,2017
351,Graz University of Technology,2017
351,University of Guelph,2017
351,Hanyang University,2017
351,Hong Kong Baptist University,2017
351,University of Houston,2017
351,ITMO University,2017
351,Indian Institute of Technology Bombay,2017
351,Iowa State University,2017
351,University of Kaiserslautern,2017
351,University of Kansas,2017
351,University of Kentucky,2017
351,Kyung Hee University,2017
351,Kyushu University,2017
351,La Trobe University,2017
351,Leibniz University Hannover,2017
351,University of Macau,2017
351,Autonomous University of Madrid,2017
351,University of Milan-Bicocca,2017
351,Mizzou - University of Missouri,2017
351,Montpellier University,2017
351,Maynooth University,2017
351,Norwegian University of Life Sciences,2017
351,University of Oklahoma,2017
351,Paris-Sorbonne University – Paris 4,2017
351,University of Plymouth,2017
351,Polytechnic University of Turin,2017
351,University of Salerno,2017
351,Swinburne University of Technology,2017
351,The University of Texas at San Antonio,2017
351,Toyota Technological Institute,2017
351,University of Trieste,2017
351,Tulane University,2017
351,University of Turin,2017
351,Victoria University,2017
351,Victoria University of Wellington,2017
351,Washington State University,2017
351,Wayne State University,2017
351,École des Ponts ParisTech,2017
351,Örebro University,2017
401,American University,2017
401,Aristotle University of Thessaloniki,2017
401,Atılım University,2017
401,University of Aveiro,2017
401,Bar-Ilan University,2017
401,University of Bari Aldo Moro,2017
401,University of Bergamo,2017
401,Boğaziçi University,2017
401,University of Brescia,2017
401,University of Campinas,2017
401,University of Canberra,2017
401,Universitat Politècnica de Catalunya,2017
401,Central Queensland University,2017
401,Charles University,2017
401,Chung-Ang University,2017
401,University of Coimbra,2017
401,Curtin University,2017
401,Cyprus University of Technology,2017
401,Dublin City University,2017
401,Ewha Womans University,2017
401,Federico Santa María Technical University,2017
401,University of Ferrara,2017
401,University of Florence,2017
401,Florida International University,2017
401,University of Genoa,2017
401,Georgia State University,2017
401,University of Graz,2017
401,University of Greifswald,2017
401,Hasselt University,2017
401,Heriot-Watt University,2017
401,HSE University,2017
401,Hokkaido University,2017
401,Huazhong University of Science and Technology,2017
401,Indian Institute of Technology Delhi,2017
401,Indian Institute of Technology Kanpur,2017
401,Indian Institute of Technology Madras,2017
401,Johannes Kepler University of Linz,2017
401,University of Jyväskylä,2017
401,Kazan Federal University,2017
401,Keele University,2017
401,Kent State University,2017
401,King Fahd University of Petroleum and Minerals,2017
401,Lehigh University,2017
401,University of Lille,2017
401,Lincoln University,2017
401,University of Lisbon,2017
401,Makerere University,2017
401,University of Manitoba,2017
401,Marche Polytechnic University,2017
401,"University of Maryland, Baltimore County",2017
401,Massey University,2017
401,University of Modena and Reggio Emilia,2017
401,University of Montana,2017
401,Murdoch University,2017
401,Nantes Université,2017
401,University of Naples Federico II,2017
401,National Cheng Kung University (NCKU),2017
401,National Chiao Tung University,2017
401,National Research Nuclear University MEPhI,2017
401,National Taiwan University of Science and Technology (Taiwan Tech),2017
401,University of Neuchâtel,2017
401,New Mexico State University (Main campus),2017
